slope,distance,alpha
0.06333333333333334,901.8031936071196,0.06324885753307323
0.7466216216216216,369.4008662686107,-2.500257215476797
0.8078817733990148,782.9080405769249,-2.462064195579833
0.01680672268907563,357.0504166080751,-3.124787513074751
-0.4311111111111111,245.01836665850175,2.7345572478657
0.24867724867724866,389.5125158451266,0.2437333337581823
0.5725190839694656,150.95032295427526,-2.621624846841265
0.5488215488215489,338.7890198929121,0.5019379997435792
-0.028481012658227847,948.3844157302459,-0.028473315441318543
-0.4278728606356968,444.8662720413855,-0.40430146758151714
0.437125748502994,182.25805880673698,0.41209627258478937
-0.9163346613545816,340.4423592915547,-0.7417668277336066
-1.7727272727272727,44.77722635447622,-1.0571903220721477
0.2203626220362622,734.2022882012831,0.21689616002242496
0.027675276752767528,542.2075248463451,0.027668214306689514
-0.09276729559748427,638.7307727047445,-0.09250254989196717
0.211864406779661,603.0961780678103,0.20877718218206526
-0.017119838872104734,993.1455079695019,-0.01711816662134832
2.383177570093458,276.53932812531383,1.1735017352737502
-0.34945054945054943,481.9813274391447,-0.3361852473118685
0.13114754098360656,553.7011829497928,0.1304033078891334
